pickup_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
2009-01-01,2009,01,01,4,12.2,2.8,1012.6,11.4,18.5,26.0,33.0,21.2,5.0,0.55,5.1,0,327625
2009-01-02,2009,01,02,5,20.0,12.0,1015.5,13.7,7.4,20.0,21.0,39.9,5.0,0.0,3.1,0,376708
2009-01-03,2009,01,03,6,30.0,20.2,1007.1,11.7,10.8,18.1,24.1,35.1,26.6,0.0,2.0,0,432710
2009-01-04,2009,01,04,7,26.1,13.7,1012.4,15.0,11.5,17.1,24.1,35.6,21.2,0.0,2.0,0,367525
2009-01-05,2009,01,05,1,31.2,24.7,1012.2,13.1,3.9,8.9,999.9,41.0,19.4,0.0,1.2,0,370901
2009-01-06,2009,01,06,2,30.4,17.8,1015.4,14.4,5.7,12.0,999.9,35.6,26.6,0.0,1.2,0,427394
2009-01-07,2009,01,07,3,33.4,31.0,1005.1,4.3,5.2,11.1,999.9,46.9,28.4,0.45,999.9,1,371043
2009-01-08,2009,01,08,4,37.9,30.7,989.8,9.7,16.4,27.0,35.0,48.2,32.0,0.65,999.9,1,477502
2009-01-09,2009,01,09,5,25.7,12.4,1006.3,15.0,13.8,20.0,26.0,33.1,21.2,0.0,999.9,0,520846
2009-01-10,2009,01,10,6,21.6,9.6,1021.9,14.5,6.9,20.0,999.9,28.9,15.8,99.99,999.9,0,483350
2009-01-11,2009,01,11,7,28.8,27.3,1009.7,3.7,9.0,21.0,25.1,39.0,21.2,0.49,2.0,0,405075
2009-01-12,2009,01,12,1,26.9,21.9,1017.0,9.6,5.8,12.0,999.9,32.0,19.4,0.07,1.2,0,414642
2009-01-13,2009,01,13,2,23.4,18.4,1022.0,14.0,3.3,8.9,999.9,35.6,10.4,0.02,1.2,0,442543
2009-01-14,2009,01,14,3,28.9,17.8,1010.2,13.0,9.7,22.0,31.1,42.1,17.6,0.19,999.9,0,489177
2009-01-15,2009,01,15,4,15.6,7.2,1021.5,8.6,7.5,14.0,999.9,21.9,14.0,0.0,3.9,1,486450
2009-01-16,2009,01,16,5,8.1,-2.2,1028.8,15.0,4.9,12.0,999.9,17.1,-5.8,0.19,3.1,0,535200
2009-01-17,2009,01,17,6,10.2,-0.1,1032.4,14.8,3.6,8.9,999.9,19.0,1.4,0.0,2.0,0,511023
2009-01-18,2009,01,18,7,27.3,25.4,1019.4,6.0,5.6,16.9,20.0,39.0,12.2,0.34,2.0,0,419962
2009-01-19,2009,01,19,1,31.9,30.1,1004.3,5.1,4.5,7.0,999.9,37.0,28.4,0.3,1.2,0,352534
2009-01-20,2009,01,20,2,29.8,26.4,1002.5,7.4,4.1,13.0,999.9,33.1,26.6,0.08,2.0,0,433639
2009-01-21,2009,01,21,3,23.4,15.4,1006.8,9.9,8.4,15.0,18.1,32.0,17.6,0.02,2.0,0,478268
2009-01-22,2009,01,22,4,25.1,14.5,1011.9,14.2,10.1,17.1,21.0,33.8,19.4,0.0,1.2,0,498241
2009-01-23,2009,01,23,5,30.1,23.4,1015.6,14.2,5.1,12.0,999.9,41.0,14.0,0.0,1.2,0,519394
2009-01-24,2009,01,24,6,36.9,26.0,1008.8,10.6,11.8,15.9,25.1,44.6,23.0,0.0,999.9,0,547591
2009-01-25,2009,01,25,7,15.1,3.7,1024.0,15.0,8.7,15.0,19.0,26.1,5.0,0.0,999.9,0,460723
2009-01-26,2009,01,26,1,19.3,5.8,1027.9,15.0,3.4,9.9,999.9,28.4,8.6,0.0,999.9,0,434081
2009-01-27,2009,01,27,2,20.8,9.4,1029.6,15.0,3.2,8.9,999.9,30.2,12.2,0.0,999.9,0,471788
2009-01-28,2009,01,28,3,29.8,26.7,1024.9,7.3,7.3,25.1,34.0,57.2,15.8,0.21,1.2,1,455187
2009-01-29,2009,01,29,4,36.4,28.5,1006.8,10.4,13.8,28.9,40.0,57.2,26.6,1.06,999.9,0,503352
2009-01-30,2009,01,30,5,26.7,20.4,1012.2,14.6,4.7,12.0,15.9,35.6,15.8,0.0,999.9,0,538365
2009-01-31,2009,01,31,6,25.7,15.7,1008.7,11.4,10.1,17.1,22.9,32.0,21.2,0.0,999.9,0,539574
2009-02-01,2009,02,01,7,30.4,19.0,1013.3,15.0,9.8,21.0,29.9,48.2,17.6,0.0,999.9,0,429758
2009-02-02,2009,02,02,1,38.1,32.4,1013.7,11.0,3.6,11.1,999.9,53.6,23.0,0.0,999.9,1,403372
2009-02-03,2009,02,03,2,34.2,29.8,1009.4,6.1,15.4,25.1,36.9,39.2,24.8,0.03,3.1,1,452356
2009-02-04,2009,02,04,3,22.2,17.6,1011.0,8.9,6.3,17.1,999.9,28.9,12.2,0.28,3.9,0,356567
2009-02-05,2009,02,05,4,8.3,1.0,1018.9,15.0,10.2,19.0,21.0,17.1,3.2,0.0,3.1,0,535477
2009-02-06,2009,02,06,5,12.8,3.9,1027.0,15.0,6.7,21.0,999.9,26.1,5.0,0.0,2.0,0,546688
2009-02-07,2009,02,07,6,22.8,16.2,1027.0,13.8,6.7,17.1,24.1,44.6,1.4,0.0,1.2,0,513313
2009-02-08,2009,02,08,7,46.2,36.3,1011.3,11.4,15.4,22.0,28.9,57.2,39.9,0.0,999.9,0,425839
2009-02-09,2009,02,09,1,33.6,18.2,1023.4,15.0,7.6,13.0,15.9,39.2,26.6,0.0,999.9,0,406198
2009-02-10,2009,02,10,2,29.2,21.1,1027.3,14.6,3.5,9.9,999.9,39.2,21.2,0.0,999.9,0,445672
2009-02-11,2009,02,11,3,45.7,41.0,1013.4,6.3,5.1,8.9,999.9,60.8,37.4,0.0,999.9,0,463213
2009-02-12,2009,02,12,4,49.0,43.7,992.8,6.2,14.7,23.9,35.0,53.6,42.1,0.18,999.9,1,510174
2009-02-13,2009,02,13,5,39.1,22.8,1000.3,14.3,16.7,22.9,29.9,46.4,30.2,0.0,999.9,0,549188
2009-02-14,2009,02,14,6,31.4,12.5,1008.9,14.8,12.5,18.1,22.0,44.6,23.0,0.0,999.9,0,539684
2009-02-15,2009,02,15,7,31.0,15.6,1011.6,15.0,6.0,13.0,999.9,41.0,21.2,0.0,999.9,0,451649
2009-02-16,2009,02,16,1,28.3,20.9,1018.0,15.0,5.7,11.1,14.0,39.2,21.2,0.0,999.9,0,391436
2009-02-17,2009,02,17,2,29.8,23.2,1020.6,13.5,9.0,14.0,999.9,35.6,23.0,0.0,999.9,0,450460
2009-02-18,2009,02,18,3,25.6,20.1,1018.9,13.3,4.8,12.0,999.9,39.2,10.4,0.02,999.9,0,487630
2009-02-19,2009,02,19,4,41.3,39.4,996.2,3.5,8.6,21.0,26.0,50.0,32.0,0.35,999.9,1,507718
2009-02-20,2009,02,20,5,27.4,14.8,999.3,11.7,16.8,22.9,31.1,41.0,21.2,0.0,999.9,0,561972
2009-02-21,2009,02,21,6,30.1,16.7,1015.5,15.0,13.1,22.0,24.1,39.2,24.8,0.0,999.9,0,522269
2009-02-22,2009,02,22,7,34.9,31.6,1019.5,10.2,5.8,15.0,17.1,42.8,24.8,0.23,999.9,0,445271
2009-02-23,2009,02,23,1,32.6,21.1,1007.2,12.6,18.4,28.0,34.0,41.0,26.6,0.13,999.9,0,455091
2009-02-24,2009,02,24,2,26.1,11.1,1018.2,15.0,10.3,17.1,20.0,37.4,17.6,0.0,999.9,0,487119
2009-02-25,2009,02,25,3,27.1,15.1,1028.7,15.0,2.4,9.9,999.9,37.4,14.0,0.0,999.9,0,487081
2009-02-26,2009,02,26,4,33.7,26.8,1028.6,14.5,5.8,15.0,999.9,48.2,19.4,0.0,999.9,0,500984
2009-02-27,2009,02,27,5,46.0,39.9,1022.7,15.0,9.6,19.0,28.0,60.8,35.1,99.99,999.9,0,526500
2009-02-28,2009,02,28,6,46.9,40.3,1016.7,10.3,13.2,21.0,27.0,55.4,33.8,0.37,999.9,1,527443
2009-03-01,2009,03,01,7,32.1,27.1,1020.6,7.8,13.3,22.0,28.0,35.1,28.4,0.04,1.2,0,431713
2009-03-02,2009,03,02,1,29.1,27.2,1009.0,2.4,18.4,28.9,38.1,35.1,24.8,0.46,3.1,0,327874
2009-03-03,2009,03,03,2,19.2,11.2,1015.8,10.0,8.0,21.0,999.9,28.0,12.2,0.16,3.1,0,472839
2009-03-04,2009,03,04,3,18.9,2.5,1024.3,15.0,8.6,15.9,21.0,30.2,6.8,0.0,3.1,0,488197
2009-03-05,2009,03,05,4,25.6,12.7,1028.9,15.0,7.1,14.0,999.9,35.6,15.8,0.0,2.0,0,427688
2009-03-06,2009,03,06,5,41.3,33.7,1022.4,12.3,12.4,22.9,33.0,51.8,30.2,0.0,2.0,0,527054
2009-03-07,2009,03,07,6,51.1,39.2,1015.5,9.6,9.5,15.0,999.9,68.0,39.2,0.0,999.9,0,491087
2009-03-08,2009,03,08,7,52.7,42.6,1010.2,11.5,8.8,20.0,28.0,64.4,41.0,0.0,999.9,0,409911
2009-03-09,2009,03,09,1,39.6,37.9,1013.7,6.6,7.9,22.0,25.1,46.4,33.8,0.39,999.9,0,406846
2009-03-10,2009,03,10,2,36.5,30.7,1026.5,12.9,6.5,15.0,999.9,46.4,24.8,0.29,999.9,0,475324
2009-03-11,2009,03,11,3,43.8,40.7,1023.3,8.6,11.0,25.1,32.1,53.6,37.4,0.0,999.9,1,484218
2009-03-12,2009,03,12,4,38.8,20.9,1022.9,11.3,9.3,15.9,24.1,46.4,30.2,0.0,999.9,1,529308
2009-03-13,2009,03,13,5,29.0,13.4,1032.3,15.0,6.2,15.0,999.9,35.6,23.0,0.0,999.9,0,552598
2009-03-14,2009,03,14,6,32.8,23.8,1026.0,15.0,4.5,8.9,999.9,46.4,19.4,0.0,999.9,0,515382
2009-03-15,2009,03,15,7,42.0,32.5,1022.1,11.5,5.0,8.0,999.9,55.4,32.0,0.0,999.9,0,418081
2009-03-16,2009,03,16,1,36.7,30.4,1026.2,9.9,7.0,13.0,999.9,44.6,26.6,0.0,999.9,0,376433
2009-03-17,2009,03,17,2,36.6,27.1,1026.4,15.0,4.7,8.9,999.9,50.0,24.8,0.0,999.9,0,461084
2009-03-18,2009,03,18,3,40.7,29.5,1022.9,15.0,9.0,21.0,26.0,55.4,26.6,0.0,999.9,0,450035
2009-03-19,2009,03,19,4,44.5,39.5,1016.7,11.2,8.7,15.0,21.0,50.0,39.2,0.13,999.9,0,496540
2009-03-20,2009,03,20,5,36.0,27.5,1022.6,13.3,11.4,20.0,21.0,39.2,26.6,0.0,999.9,0,520598
2009-03-21,2009,03,21,6,30.6,19.0,1030.9,15.0,5.4,15.9,999.9,42.8,19.4,0.0,999.9,0,501495
2009-03-22,2009,03,22,7,37.8,28.3,1025.7,14.8,7.7,16.9,18.1,48.2,27.0,0.0,999.9,0,418165
2009-03-23,2009,03,23,1,29.3,12.3,1023.2,14.1,10.0,18.1,21.0,36.0,23.0,0.0,999.9,0,419795
2009-03-24,2009,03,24,2,29.7,16.5,1024.7,15.0,14.8,26.0,35.9,41.0,17.6,0.0,999.9,0,454554
2009-03-25,2009,03,25,3,39.5,23.1,1026.9,15.0,10.9,22.0,22.9,44.6,33.8,0.0,999.9,0,470114
2009-03-26,2009,03,26,4,37.5,22.8,1021.1,14.4,4.2,11.1,999.9,55.4,23.0,0.0,999.9,0,515311
2009-03-27,2009,03,27,5,43.5,38.9,1013.0,8.4,7.7,15.0,22.0,48.2,39.2,0.35,999.9,1,514616
2009-03-28,2009,03,28,6,43.4,41.1,1017.3,5.5,5.0,12.0,999.9,51.8,37.4,0.0,999.9,1,513575
2009-03-29,2009,03,29,7,48.3,48.2,1006.8,1.3,5.9,14.0,999.9,57.2,42.8,0.04,999.9,1,428889
2009-03-30,2009,03,30,1,44.1,41.9,996.1,4.4,10.8,21.0,28.0,50.0,41.0,1.04,999.9,1,427313
2009-03-31,2009,03,31,2,44.3,33.6,1015.2,14.4,10.4,16.9,21.0,50.0,35.6,0.1,999.9,0,460734
2009-04-01,2009,04,01,3,36.2,31.5,1024.6,10.7,4.1,9.9,999.9,42.8,24.8,0.0,999.9,0,387363
2009-04-02,2009,04,02,4,50.2,48.4,1017.9,4.5,4.2,8.9,999.9,57.2,41.0,0.05,999.9,0,496103
2009-04-03,2009,04,03,5,52.9,52.5,1007.1,1.0,9.3,22.0,28.9,60.8,43.0,0.08,999.9,1,539873
2009-04-04,2009,04,04,6,51.1,43.2,992.1,10.0,14.1,21.0,27.0,59.0,44.1,0.66,999.9,1,534600
2009-04-05,2009,04,05,7,50.8,33.5,1000.9,15.0,12.1,17.1,22.9,64.4,41.0,0.0,999.9,0,441196
2009-04-06,2009,04,06,1,47.5,40.7,1003.8,10.2,7.8,18.1,24.1,57.2,33.8,1.86,999.9,0,446038
2009-04-07,2009,04,07,2,48.9,43.3,990.2,7.3,13.0,21.0,29.9,57.2,42.8,0.04,999.9,1,490453
2009-04-08,2009,04,08,3,43.1,28.8,1001.0,15.0,12.7,22.9,29.9,48.2,37.4,0.0,999.9,0,486193
2009-04-09,2009,04,09,4,46.9,32.5,1009.0,14.1,9.1,19.0,25.1,60.8,28.4,0.0,999.9,0,476452
2009-04-10,2009,04,10,5,50.5,33.7,1015.9,14.8,5.3,15.9,999.9,68.0,33.8,0.0,999.9,0,475873
2009-04-11,2009,04,11,6,44.9,43.2,1010.5,3.8,11.8,22.0,28.9,51.8,39.2,0.15,999.9,1,487794
2009-04-12,2009,04,12,7,40.2,26.3,1012.0,13.9,11.6,26.0,29.9,46.4,33.8,0.64,999.9,0,406220
2009-04-13,2009,04,13,1,41.3,18.7,1015.5,15.0,12.1,19.0,22.9,57.2,30.2,0.0,999.9,0,415069
2009-04-14,2009,04,14,2,46.5,26.8,1017.4,15.0,2.9,9.9,999.9,59.0,39.2,0.0,999.9,0,482164
2009-04-15,2009,04,15,3,46.1,32.0,1017.2,14.6,10.5,21.0,25.1,53.6,41.0,0.0,999.9,0,493538
2009-04-16,2009,04,16,4,43.7,30.2,1023.5,15.0,8.8,15.0,18.1,51.8,35.6,0.0,999.9,0,520593
2009-04-17,2009,04,17,5,47.5,29.8,1021.7,15.0,7.0,18.1,25.1,66.2,30.2,0.0,999.9,0,528685
2009-04-18,2009,04,18,6,56.6,36.1,1013.2,14.2,5.2,16.9,999.9,71.6,45.0,0.0,999.9,0,521590
2009-04-19,2009,04,19,7,49.0,42.1,1016.8,12.2,9.0,19.0,28.0,51.8,44.1,0.02,999.9,0,438845
2009-04-20,2009,04,20,1,44.1,35.2,1023.3,11.9,8.7,18.1,24.1,55.4,28.4,0.0,999.9,1,478774
2009-04-21,2009,04,21,2,54.7,52.0,1013.1,3.1,13.8,22.0,29.9,60.8,45.0,2.14,999.9,1,467425
2009-04-22,2009,04,22,3,55.9,53.2,1005.0,4.7,7.9,16.9,22.9,62.6,50.0,0.21,999.9,1,499859
2009-04-23,2009,04,23,4,51.0,42.9,1006.1,9.2,13.0,21.0,29.9,59.0,44.1,0.4,999.9,0,519185
2009-04-24,2009,04,24,5,54.6,37.6,1020.8,15.0,8.9,15.0,999.9,68.0,42.8,0.0,999.9,0,526612
2009-04-25,2009,04,25,6,59.9,49.9,1022.9,12.5,9.4,15.0,21.0,75.2,45.0,0.0,999.9,1,513397
2009-04-26,2009,04,26,7,71.7,57.0,1020.2,12.9,6.3,12.0,999.9,93.2,52.0,99.99,999.9,0,445439
2009-04-27,2009,04,27,1,59.4,47.0,1027.7,13.2,6.5,13.0,999.9,69.8,51.8,0.0,999.9,0,295156
2009-04-28,2009,04,28,2,60.6,47.6,1021.0,9.3,12.8,22.0,32.1,75.2,48.9,0.0,999.9,0,470611
2009-04-29,2009,04,29,3,50.5,32.5,1028.2,12.6,10.6,17.1,24.1,60.8,44.6,0.01,999.9,0,492792
2009-04-30,2009,04,30,4,45.0,26.8,1030.9,15.0,5.2,11.1,999.9,60.8,32.0,0.0,999.9,0,516891
2009-05-01,2009,05,01,5,52.1,48.0,1017.5,6.2,13.0,21.0,27.0,55.4,46.4,0.01,999.9,1,536561
2009-05-02,2009,05,02,6,52.7,48.3,1010.2,6.1,8.3,15.0,22.0,59.0,48.2,0.11,999.9,1,510175
2009-05-03,2009,05,03,7,48.2,41.3,1015.6,12.9,4.6,11.1,999.9,57.2,41.0,0.04,999.9,0,460670
2009-05-04,2009,05,04,1,49.9,46.8,1018.1,7.6,2.9,8.9,999.9,59.0,44.6,0.15,999.9,0,462212
2009-05-05,2009,05,05,2,50.4,48.9,1019.9,4.3,8.0,15.9,21.0,51.8,46.4,0.23,999.9,0,517761
2009-05-06,2009,05,06,3,50.4,46.9,1018.3,7.1,5.5,9.9,999.9,60.8,46.4,1.19,999.9,0,517448
2009-05-07,2009,05,07,4,57.6,56.0,1012.3,3.6,10.7,22.0,28.0,66.2,46.9,0.36,999.9,1,523584
2009-05-08,2009,05,08,5,61.9,53.5,1008.8,8.6,7.0,13.0,999.9,75.2,48.9,0.28,999.9,1,526916
2009-05-09,2009,05,09,6,58.9,56.5,1007.4,4.3,6.7,13.0,999.9,64.4,50.0,0.0,999.9,1,501340
2009-05-10,2009,05,10,7,63.1,47.6,1002.5,11.2,14.3,22.9,28.9,71.6,53.1,0.02,999.9,0,422874
2009-05-11,2009,05,11,1,53.6,36.3,1015.5,15.0,7.4,14.0,20.0,60.8,44.6,0.0,999.9,0,435149
2009-05-12,2009,05,12,2,53.4,44.1,1019.2,12.0,3.0,6.0,999.9,62.6,44.6,0.05,999.9,0,472472
2009-05-13,2009,05,13,3,52.9,40.8,1028.6,13.9,4.1,12.0,14.0,64.4,35.6,99.99,999.9,0,502828
2009-05-14,2009,05,14,4,57.3,48.3,1029.6,14.4,10.1,18.1,27.0,62.6,48.9,0.0,999.9,0,532276
2009-05-15,2009,05,15,5,60.8,56.5,1024.9,6.7,11.1,15.9,22.9,69.8,53.1,0.21,999.9,1,534863
2009-05-16,2009,05,16,6,60.6,55.2,1021.2,9.2,5.5,11.1,999.9,71.6,50.0,0.1,999.9,1,526549
2009-05-17,2009,05,17,7,62.6,58.6,1013.5,5.4,9.6,19.0,28.9,68.0,55.0,0.01,999.9,1,456758
2009-05-18,2009,05,18,1,49.6,39.6,1021.4,10.5,7.6,13.0,19.0,57.2,46.4,0.02,999.9,0,467644
2009-05-19,2009,05,19,2,49.9,38.2,1028.0,15.0,3.8,13.0,999.9,62.6,39.2,0.03,999.9,0,493114
2009-05-20,2009,05,20,3,61.4,45.7,1027.3,15.0,8.1,12.0,999.9,78.8,48.9,0.0,999.9,0,504060
2009-05-21,2009,05,21,4,66.2,45.7,1024.0,15.0,13.0,21.0,28.0,78.8,52.0,0.0,999.9,0,517297
2009-05-22,2009,05,22,5,66.3,52.7,1019.3,14.8,12.3,16.9,19.0,78.8,54.0,0.0,999.9,0,495935
2009-05-23,2009,05,23,6,60.6,50.8,1021.6,11.3,6.8,14.0,999.9,64.4,53.6,0.01,999.9,0,403710
2009-05-24,2009,05,24,7,60.8,57.2,1016.8,5.7,7.3,14.0,999.9,73.4,51.1,0.0,999.9,1,349228
2009-05-25,2009,05,25,1,66.9,53.2,1014.1,8.0,5.4,8.9,999.9,75.2,55.9,0.0,999.9,1,264652
2009-05-26,2009,05,26,2,54.4,37.0,1024.1,15.0,9.4,17.1,24.1,62.6,48.9,0.0,999.9,0,444461
2009-05-27,2009,05,27,3,52.0,46.3,1020.6,9.1,5.3,12.0,999.9,55.4,48.2,0.08,999.9,1,479870
2009-05-28,2009,05,28,4,52.5,49.9,1014.0,6.1,8.9,13.0,999.9,57.2,50.0,0.0,999.9,1,519001
2009-05-29,2009,05,29,5,57.2,56.5,1008.1,3.0,4.5,8.9,999.9,66.2,51.1,0.16,999.9,1,523947
2009-05-30,2009,05,30,6,66.4,60.1,1003.8,7.1,6.3,14.0,19.0,80.6,59.0,0.0,999.9,1,483608
2009-05-31,2009,05,31,7,64.7,54.7,1006.8,13.1,7.5,18.1,26.0,77.0,50.0,99.99,999.9,1,409350
2009-06-01,2009,06,01,1,55.7,37.5,1015.8,13.4,10.1,19.0,25.1,62.6,42.8,0.0,999.9,0,363700
2009-06-02,2009,06,02,2,62.1,54.7,1014.7,14.4,8.5,13.0,999.9,73.4,55.0,0.01,999.9,1,471230
2009-06-03,2009,06,03,3,61.6,53.9,1014.7,10.3,4.3,15.0,999.9,66.2,55.0,0.01,999.9,0,505927
2009-06-04,2009,06,04,4,59.9,56.0,1015.3,9.3,4.8,7.0,999.9,66.2,53.1,0.38,999.9,0,521528
2009-06-05,2009,06,05,5,58.0,55.5,1015.0,6.3,5.2,9.9,999.9,62.6,52.0,0.05,999.9,0,551777
2009-06-06,2009,06,06,6,58.2,55.4,1011.8,6.2,9.0,15.9,999.9,69.8,53.1,0.59,999.9,0,461816
2009-06-07,2009,06,07,7,67.6,55.2,1014.2,9.2,8.4,14.0,999.9,80.6,53.1,0.0,999.9,1,419990
2009-06-08,2009,06,08,1,64.2,52.5,1015.3,12.9,4.9,9.9,999.9,69.8,59.0,0.02,999.9,0,384249
2009-06-09,2009,06,09,2,57.5,51.5,1015.6,10.0,5.4,12.0,14.0,62.6,53.1,0.0,999.9,0,481738
2009-06-10,2009,06,10,3,59.7,56.7,1014.5,6.5,5.8,8.9,999.9,64.4,54.0,0.27,999.9,1,509970
2009-06-11,2009,06,11,4,59.2,56.3,1014.6,10.7,6.4,9.9,999.9,64.4,55.0,0.0,999.9,0,527386
2009-06-12,2009,06,12,5,66.6,65.3,1008.0,3.2,6.7,14.0,999.9,71.6,57.0,0.24,999.9,1,530227
2009-06-13,2009,06,13,6,67.1,61.0,1011.6,10.3,4.6,12.0,999.9,75.2,57.0,0.02,999.9,1,485592
2009-06-14,2009,06,14,7,62.4,57.9,1014.6,12.0,5.6,8.9,999.9,69.8,54.0,0.04,999.9,0,398991
2009-06-15,2009,06,15,1,59.1,54.2,1017.6,12.2,5.8,9.9,999.9,66.2,53.6,0.01,999.9,0,435323
2009-06-16,2009,06,16,2,57.2,52.2,1022.4,8.9,7.8,15.0,17.1,62.6,53.6,0.0,999.9,0,476872
2009-06-17,2009,06,17,3,58.7,47.7,1024.4,13.9,3.3,8.0,999.9,71.6,41.0,0.0,999.9,0,506129
2009-06-18,2009,06,18,4,62.3,53.3,1019.6,14.8,5.3,14.0,19.0,71.6,50.0,0.01,999.9,0,534044
2009-06-19,2009,06,19,5,68.2,65.3,1009.9,5.9,9.3,15.9,19.0,73.4,60.1,0.39,999.9,0,520706
2009-06-20,2009,06,20,6,68.4,63.8,1004.3,10.7,3.6,8.9,999.9,77.0,60.8,0.15,999.9,1,490010
2009-06-21,2009,06,21,7,62.2,60.6,999.2,4.7,10.6,18.1,26.0,66.2,57.9,0.0,999.9,1,403789
2009-06-22,2009,06,22,1,59.2,58.5,999.5,1.8,17.7,27.0,32.1,60.8,57.0,0.27,999.9,0,417818
2009-06-23,2009,06,23,2,60.1,59.1,1003.2,2.1,17.4,26.0,29.9,62.6,57.0,0.6,999.9,0,471939
2009-06-24,2009,06,24,3,61.1,58.8,1006.9,5.1,5.6,13.0,19.0,68.0,55.4,0.21,999.9,1,497137
2009-06-25,2009,06,25,4,65.5,62.0,1008.6,7.6,3.4,8.0,999.9,73.4,59.0,0.0,999.9,1,516361
2009-06-26,2009,06,26,5,68.8,65.0,1006.0,8.6,7.5,13.0,999.9,80.6,59.0,0.03,999.9,0,522070
2009-06-27,2009,06,27,6,71.6,66.0,1005.0,10.3,5.3,9.9,999.9,82.4,60.1,0.19,999.9,0,472617
2009-06-28,2009,06,28,7,65.9,63.3,1003.5,5.0,6.5,11.1,999.9,73.4,61.0,0.0,999.9,1,413174
2009-06-29,2009,06,29,1,66.6,63.6,998.0,4.4,5.8,14.0,999.9,75.2,60.1,0.19,999.9,0,431104
2009-06-30,2009,06,30,2,67.4,63.5,1001.9,5.4,3.3,7.0,999.9,75.2,59.0,0.09,999.9,1,461035
2009-07-01,2009,07,01,3,66.9,63.7,1007.7,7.1,5.6,11.1,19.0,75.2,59.0,0.0,999.9,1,397418
2009-07-02,2009,07,02,4,67.6,66.1,1009.3,4.5,5.7,14.0,18.1,73.4,62.1,0.83,999.9,1,459217
2009-07-03,2009,07,03,5,71.8,67.6,1008.9,4.4,6.0,13.0,999.9,82.4,62.1,1.17,999.9,1,361917
2009-07-04,2009,07,04,6,71.7,64.6,1007.3,9.6,8.7,15.9,19.0,80.6,61.0,0.0,999.9,1,302128
2009-07-05,2009,07,05,7,69.2,55.7,1008.4,15.0,9.6,16.9,22.0,77.0,60.8,0.0,999.9,0,295276
2009-07-06,2009,07,06,1,70.0,59.4,1008.0,14.8,3.8,9.9,999.9,78.8,59.0,0.0,999.9,0,359351
2009-07-07,2009,07,07,2,66.0,61.9,1008.6,7.1,5.2,12.0,18.1,73.4,57.9,0.39,999.9,1,418571
2009-07-08,2009,07,08,3,64.3,60.6,1010.5,8.6,7.0,11.1,999.9,71.6,59.0,1.36,999.9,0,450549
2009-07-09,2009,07,09,4,61.8,55.1,1020.3,11.5,9.4,14.0,19.0,66.2,57.2,0.0,999.9,0,487036
2009-07-10,2009,07,10,5,61.0,51.0,1025.3,14.8,3.6,8.0,999.9,73.4,46.4,0.0,999.9,0,481219
2009-07-11,2009,07,11,6,63.0,51.9,1022.4,14.1,4.9,11.1,999.9,71.6,48.0,0.0,999.9,0,442918
2009-07-12,2009,07,12,7,67.8,63.3,1012.9,8.7,7.9,12.0,17.1,75.2,62.6,1.23,999.9,0,378248
2009-07-13,2009,07,13,1,67.0,52.9,1010.9,13.6,7.9,17.1,21.0,75.2,57.2,0.0,999.9,0,397304
2009-07-14,2009,07,14,2,68.1,53.4,1014.4,15.0,6.2,15.9,999.9,77.0,57.2,0.0,999.9,0,452898
2009-07-15,2009,07,15,3,68.4,54.0,1017.2,15.0,7.9,18.1,22.9,77.0,55.4,0.0,999.9,0,485261
2009-07-16,2009,07,16,4,71.0,64.0,1012.8,13.8,10.6,20.0,28.0,78.8,64.0,0.0,999.9,0,499082
2009-07-17,2009,07,17,5,75.5,66.9,1009.5,7.3,6.9,13.0,999.9,84.2,68.0,0.0,999.9,1,516428
2009-07-18,2009,07,18,6,74.7,71.2,1007.8,4.4,8.4,14.0,18.1,80.6,70.0,0.78,999.9,1,438883
2009-07-19,2009,07,19,7,71.5,62.3,1014.9,12.6,6.8,15.9,20.0,78.8,64.4,0.0,999.9,1,391429
2009-07-20,2009,07,20,1,70.2,61.8,1021.4,13.8,3.4,7.0,999.9,78.8,62.6,0.0,999.9,0,410911
2009-07-21,2009,07,21,2,68.6,65.7,1021.5,5.3,6.3,12.0,999.9,71.6,64.4,0.23,999.9,1,477807
2009-07-22,2009,07,22,3,72.7,68.2,1020.1,9.4,6.4,11.1,999.9,77.0,68.0,0.21,999.9,1,486132
2009-07-23,2009,07,23,4,67.2,63.9,1018.9,8.8,4.1,8.9,999.9,75.2,60.8,0.0,999.9,1,502592
2009-07-24,2009,07,24,5,66.0,62.4,1008.2,6.4,10.3,21.0,28.9,68.0,62.1,1.45,999.9,0,489946
2009-07-25,2009,07,25,6,70.4,63.0,1013.6,12.7,6.6,13.0,999.9,80.6,62.6,0.0,999.9,0,449643
2009-07-26,2009,07,26,7,72.9,70.0,1014.5,3.5,8.3,14.0,19.0,80.6,66.2,0.0,999.9,1,410245
2009-07-27,2009,07,27,1,74.8,69.6,1014.0,6.5,11.2,19.0,24.1,78.8,69.8,0.0,999.9,1,421588
2009-07-28,2009,07,28,2,73.5,68.1,1014.1,6.4,7.3,13.0,999.9,82.4,68.0,0.0,999.9,1,469610
2009-07-29,2009,07,29,3,74.5,71.3,1012.9,4.7,8.9,12.0,999.9,80.6,66.9,99.99,999.9,1,489150
2009-07-30,2009,07,30,4,76.2,71.7,1009.2,6.5,12.5,17.1,22.0,82.4,69.1,0.1,999.9,1,505321
